MinE_Orb; E_min; Last_Orb; E_last; Last_MO
42; 0.175520; 42; 0.211160;  (0C-2s 0.052479) (0C-1py 0.325121) (0C-3s 1.130332) (0C-2py 1.502271) (0C-1dz2 0.001366) (0C-1dyz 0.031230) (0C-1dx2y2 0.009401) (1C-1s 0.005694) (1C-2s 0.072654) (1C-1pz 0.133437) (1C-2px 0.616685) (1C-1dyz 0.036186) (2C-1s 0.000142) (2C-2s 0.000844) (2C-1px 0.155345) (2C-2px 0.751781) (2C-1dz2 0.022798) (2C-1dyz 0.001887) (2C-1dx2y2 0.011556) (2C-1dxy 0.010696) (3C-1py 0.122763) (3C-3s 0.585950) (3C-2pz 0.055476) (3C-2px 0.740205) (3C-1dxz 0.021090) (3C-1dxy 0.010838) (4C-1s 0.031321) (4C-1pz 0.341040) (4C-2pz 1.552402) (4C-1dz2 0.012876) (4C-1dxz 0.008387) (4C-1dxy 0.012415) (5C-2s 0.000401) (5C-1pz 0.041677) (5C-1py 0.041872) (5C-3s 0.006048) (5C-2pz 1.658398) (5C-2py 1.705182) (5C-1dxz 0.014944) (6H-1s 0.067544) (6H-2s 0.020859) (6H-1pz 0.004037) (6H-1px 0.004598) (7H-1s 0.116199) (7H-1px 0.005060) (7H-1py 0.001967) (10H-2s 0.003710) (10H-1pz 0.017723) (10H-1py 0.018376) (11H-1px 0.003295) (11H-1py 0.003139) (12H-2s 0.335024) (12H-1pz 0.003143) (12H-1px 0.006360)
43; 0.250170; 43; 0.218900;  (0C-1s 0.049460) (0C-2s 0.143840) (0C-1pz 0.003967) (0C-1py 0.067260) (0C-2px 0.689736) (0C-1dxz 0.008460) (1C-2s 0.258286) (1C-1pz 0.212600) (1C-1py 0.267484) (1C-3s 1.167936) (1C-2py 1.233499) (1C-1dz2 0.033159) (1C-1dx2y2 0.015148) (1C-1dxy 0.023163) (2C-1s 0.042858) (2C-2s 0.308675) (2C-1pz 0.187475) (2C-1px 0.013022) (2C-2pz 0.340949) (2C-2px 0.021789) (2C-1dz2 0.001251) (2C-1dyz 0.072323) (3C-2s 0.259686) (3C-1px 0.190084) (3C-3s 1.171224) (3C-2px 0.379350) (3C-2py 0.152688) (3C-1dxz 0.022398) (4C-1s 0.049268) (4C-2s 0.144072) (4C-1px 0.027928) (4C-2pz 0.372612) (4C-2py 1.364208) (4C-1dz2 0.020481) (4C-1dx2y2 0.007130) (4C-1dxy 0.008276) (5C-2s 0.182612) (5C-1pz 0.217883) (5C-1px 0.015605) (5C-3s 2.095214) (5C-2pz 1.242119) (5C-2px 0.092510) (5C-1dyz 0.032107) (5C-1dx2y2 0.000177) (6H-1pz 0.000505) (6H-1px 0.003434) (7H-2s 0.909823) (7H-1px 0.002850) (7H-1py 0.001010) (10H-2s 0.942351) (10H-1py 0.000926) (11H-1pz 0.008165) (11H-1py 0.000066) (12H-2s 0.906564) (12H-1py 0.009517)
44; 0.303260; 44; 0.280580;  (0C-1s 0.057230) (0C-1px 0.078574) (0C-1py 0.017148) (0C-2px 0.465207) (0C-1dxz 0.004144) (1C-1px 0.042834) (1C-1py 0.063705) (1C-3s 1.936893) (1C-2pz 0.478500) (1C-2py 1.438900) (1C-1dxz 0.000733) (1C-1dyz 0.033590) (1C-1dx2y2 0.026274) (1C-1dxy 0.015617) (2C-1s 0.057186) (2C-1py 0.359953) (2C-2pz 1.147184) (2C-2px 0.080369) (2C-1dxz 0.038078) (2C-1dx2y2 0.016684) (2C-1dxy 0.041896) (3C-1py 0.201950) (3C-3s 1.945141) (3C-2px 0.756424) (3C-1dxz 0.008553) (3C-1dyz 0.032068) (3C-1dx2y2 0.016861) (3C-1dxy 0.006803) (4C-1s 0.057256) (4C-1py 0.236183) (4C-2pz 0.348824) (4C-2py 0.829190) (4C-1dz2 0.019523) (4C-1dx2y2 0.003734) (4C-1dxy 0.003408) (5C-2s 0.003447) (5C-1pz 0.128110) (5C-1px 0.010150) (5C-3s 1.852720) (5C-2pz 1.078442) (5C-2px 0.072094) (5C-1dxz 0.005111) (5C-1dyz 0.023652) (5C-1dx2y2 0.016852) (5C-1dxy 0.010132) (6H-1s 0.020372) (6H-1pz 0.003549) (6H-1py 0.002065) (7H-2s 0.723051) (7H-1pz 0.005648) (7H-1py 0.011057) (10H-2s 0.776341) (10H-1pz 0.004462) (10H-1px 0.000310) (11H-1s 0.020375) (11H-1px 0.002227) (12H-2s 0.725368) (12H-1px 0.006737)
45; 0.312920; 23; -0.491840;  (8N-2s 0.000003) (8N-1pz 0.165988) (8N-1py 0.422386) (8N-2pz 0.085930) (8N-2py 0.218662) (8N-1dxz 0.014195) (8N-1dxy 0.036097) (9N-1s 0.000002) (9N-1pz 0.165786) (9N-1py 0.421871) (9N-2pz 0.085337) (9N-2py 0.217154) (9N-1dz2 0.000231) (9N-1dyz 0.000073) (9N-1dx2y2 0.001235)
46; 0.327090; 50; 0.385150;  (8N-1s 0.105305) (8N-1pz 0.001047) (8N-2pz 0.024574) (8N-1dz2 0.013061) (8N-1dxz 0.000421) (8N-1dyz 0.000008) (9N-2s 0.239283) (9N-1pz 0.001214) (9N-3s 3.960298) (9N-2pz 0.024312) (9N-1dx2y2 0.023182) (9N-1dxy 0.000875)
47; 0.356360; 46; 0.368450;  (0C-1s 0.040238) (0C-1py 0.343579) (0C-3s 0.510772) (0C-2pz 0.050275) (0C-2px 0.035732) (0C-1dz2 0.005220) (1C-1py 0.241454) (1C-3s 0.076735) (1C-2pz 0.379650) (1C-1dxz 0.032877) (1C-1dyz 0.024594) (1C-1dx2y2 0.049266) (1C-1dxy 0.051587) (2C-2s 0.001164) (2C-1pz 0.252018) (2C-1py 0.258596) (2C-2px 0.171527) (2C-1dz2 0.023659) (2C-1dyz 0.001779) (2C-1dx2y2 0.012041) (2C-1dxy 0.009930) (3C-1s 0.054783) (3C-2s 0.065633) (3C-1pz 0.265758) (3C-1px 0.010235) (3C-2py 0.360188) (3C-1dz2 0.039305) (4C-2s 0.108813) (4C-1pz 0.370526) (4C-1px 0.002713) (4C-2px 0.021036) (4C-2py 0.041279) (4C-1dxz 0.020854) (4C-1dyz 0.024830) (4C-1dx2y2 0.019995) (4C-1dxy 0.015102) (5C-2s 0.000994) (5C-1px 0.185091) (5C-3s 0.001118) (5C-2pz 0.541080) (5C-2py 0.555346) (5C-1dxz 0.003864) (6H-1s 0.142049) (6H-1px 0.001545) (6H-1py 0.000836) (7H-2s 0.229397) (7H-1pz 0.000715) (7H-1py 0.007296) (10H-1s 0.000312) (10H-2s 0.001017) (10H-1pz 0.015701) (10H-1py 0.016293) (11H-2s 0.100679) (11H-1pz 0.001190) (11H-1px 0.001948) (12H-1s 0.288643) (12H-1pz 0.007501) (12H-1py 0.001097)
49; 0.373750; 18; -0.619270;  (0C-1pz 0.052378) (0C-1px 0.152996) (0C-1py 0.070955) (0C-3s 0.001480) (0C-2pz 0.028873) (0C-2px 0.081617) (0C-2py 0.037586) (0C-1dz2 0.006028) (0C-1dxz 0.008940) (0C-1dyz 0.004328) (1C-1pz 0.076477) (1C-1px 0.218505) (1C-1py 0.098111) (1C-3s 0.000231) (1C-2pz 0.036375) (1C-2px 0.103058) (1C-2py 0.045213) (1C-1dz2 0.003596) (1C-1dxz 0.003326) (1C-1dyz 0.006835) (1C-1dxy 0.008205) (2C-1s 0.000011) (2C-1pz 0.107272) (2C-1px 0.307082) (2C-1py 0.140632) (2C-3s 0.000754) (2C-2pz 0.053176) (2C-2px 0.151678) (2C-2py 0.069996) (2C-1dxy 0.007176) (3C-1s 0.000076) (3C-1pz 0.074343) (3C-1px 0.218524) (3C-1py 0.099893) (3C-2pz 0.034895) (3C-2px 0.102400) (3C-2py 0.048059) (3C-1dx2y2 0.009960) (4C-2s 0.000210) (4C-1pz 0.054205) (4C-1px 0.153202) (4C-1py 0.069376) (4C-2pz 0.027535) (4C-2px 0.082513) (4C-2py 0.036808) (4C-1dz2 0.000864) (4C-1dxz 0.002902) (4C-1dx2y2 0.008351) (5C-1s 0.000023) (5C-2s 0.000070) (5C-1pz 0.044489) (5C-1px 0.129301) (5C-1py 0.058393) (5C-2pz 0.021132) (5C-2px 0.063733) (5C-2py 0.029178) (5C-1dz2 0.003716) (5C-1dxz 0.006306) (5C-1dyz 0.000865) (5C-1dx2y2 0.003015) (6H-1s 0.000226) (6H-2s 0.000092) (6H-1pz 0.000972) (6H-1px 0.002844) (6H-1py 0.001321) (7H-1s 0.000628) (7H-1pz 0.001564) (7H-1px 0.004494) (7H-1py 0.002029) (10H-1pz 0.000832) (10H-1px 0.002446) (10H-1py 0.001109) (11H-2s 0.000534) (11H-1pz 0.001023) (11H-1px 0.002854) (11H-1py 0.001266) (12H-1pz 0.001559) (12H-1px 0.004493) (12H-1py 0.002040)
48; 0.363850; 48; 0.375720;  (0C-3s 0.026910) (0C-2pz 0.167088) (0C-2px 0.455627) (0C-2py 0.172890) (0C-1dx2y2 0.028492) (1C-1pz 0.075999) (1C-1px 0.182277) (1C-1py 0.083782) (1C-3s 0.024745) (1C-1dz2 0.008087) (1C-1dxz 0.013809) (1C-1dyz 0.012753) (1C-1dxy 0.012423) (2C-1s 0.001350) (2C-1pz 0.144068) (2C-1px 0.379253) (2C-1py 0.185734) (2C-3s 0.032629) (2C-1dxy 0.029208) (3C-1s 0.001707) (3C-1pz 0.081656) (3C-1px 0.193280) (3C-1py 0.063477) (3C-1dx2y2 0.018962) (4C-3s 0.010480) (4C-2pz 0.147128) (4C-2px 0.452298) (4C-2py 0.192571) (4C-1dz2 0.012027) (4C-1dxz 0.021907) (4C-1dyz 0.018067) (4C-1dxy 0.012375) (5C-1s 0.002909) (5C-3s 0.010447) (5C-2pz 0.140401) (5C-2px 0.400074) (5C-2py 0.210603) (5C-1dxy 0.028875) (6H-2s 0.001593) (6H-1pz 0.001641) (6H-1px 0.003763) (6H-1py 0.000912) (7H-2s 0.015252) (10H-1s 0.001308) (10H-1pz 0.002383) (10H-1px 0.005637) (10H-1py 0.003368) (11H-2s 0.012451) (11H-1pz 0.001477) (11H-1px 0.003926) (11H-1py 0.000663)
51; 0.401570; 25; -0.486060;  (0C-1s 0.000190) (0C-1dxy 0.007502) (1C-1s 0.000125) (1C-2s 0.000210) (1C-1dz2 0.002728) (1C-1dxz 0.005741) (1C-1dx2y2 0.007597) (2C-1py 0.000615) (2C-3s 0.001184) (2C-2py 0.000740) (2C-1dz2 0.009403) (2C-1dxz 0.011078) (2C-1dyz 0.012718) (2C-1dxy 0.010210) (3C-1s 0.000073) (3C-1pz 0.097668) (3C-1px 0.282227) (3C-1py 0.128546) (3C-2pz 0.065393) (3C-2px 0.188687) (3C-2py 0.087820) (3C-1dx2y2 0.000058) (3C-1dxy 0.004918) (4C-1s 0.000209) (4C-2s 0.000049) (4C-1pz 0.085055) (4C-1px 0.244330) (4C-1py 0.111981) (4C-2pz 0.053073) (4C-2px 0.156663) (4C-2py 0.071430) (4C-1dz2 0.004878) (4C-1dxz 0.008643) (4C-1dyz 0.000797) (4C-1dx2y2 0.004993) (5C-1s 0.000042) (5C-1pz 0.000237) (5C-1px 0.001343) (5C-1py 0.000798) (5C-3s 0.000138) (5C-2pz 0.000473) (5C-2px 0.000894) (5C-1dz2 0.005501) (5C-1dxz 0.006498) (5C-1dyz 0.007414) (5C-1dxy 0.005933) (6H-1s 0.000243) (6H-2s 0.000740) (7H-1s 0.000517) (7H-2s 0.001131) (10H-1s 0.000178) (10H-2s 0.000491) (10H-1pz 0.000014) (10H-1px 0.000034) (10H-1py 0.000012) (11H-1s 0.000414) (11H-2s 0.001286) (11H-1pz 0.002051) (11H-1px 0.005893) (11H-1py 0.002629) (12H-1s 0.000263) (12H-2s 0.000407) (12H-1pz 0.002391) (12H-1px 0.006972) (12H-1py 0.003148)
53; 0.426090; 55; 0.448700;  (0C-1s 0.000019) (0C-3s 0.001779) (0C-2pz 0.133927) (0C-2px 0.384334) (0C-2py 0.179518) (0C-1dxy 0.014023) (1C-1s 0.000090) (1C-3s 0.024443) (1C-2pz 0.213393) (1C-2px 0.605830) (1C-2py 0.275964) (1C-1dz2 0.004144) (1C-1dxz 0.008687) (1C-1dx2y2 0.011724) (2C-1s 0.000093) (2C-2s 0.000651) (2C-1pz 0.190125) (2C-1px 0.547436) (2C-1py 0.250833) (2C-3s 0.007981) (2C-1dx2y2 0.002950) (3C-1s 0.000125) (3C-2s 0.004124) (3C-2pz 0.259120) (3C-2px 0.714461) (3C-2py 0.343550) (3C-1dz2 0.010983) (3C-1dxz 0.015972) (3C-1dyz 0.006151) (4C-2s 0.005037) (4C-2pz 0.073128) (4C-2px 0.247145) (4C-2py 0.104852) (4C-1dxy 0.018786) (5C-2s 0.000730) (5C-1pz 0.171066) (5C-1px 0.495791) (5C-1py 0.226644) (5C-1dz2 0.001429) (5C-1dxz 0.002132) (5C-1dyz 0.001280) (5C-1dxy 0.000140) (6H-2s 0.000767) (6H-1pz 0.003374) (6H-1px 0.009692) (6H-1py 0.004177) (7H-1pz 0.004092) (7H-1px 0.011692) (7H-1py 0.004882) (10H-2s 0.002146) (11H-1s 0.001965) (11H-2s 0.004625) (11H-1pz 0.002638) (11H-1px 0.008263) (11H-1py 0.003570) (12H-1s 0.001415) (12H-1pz 0.004652) (12H-1px 0.013285) (12H-1py 0.006086)
50; 0.392690; 14; -0.748550;  (0C-1s 0.025293) (0C-1px 0.018976) (0C-1py 0.054570) (0C-2px 0.016650) (0C-2py 0.006966) (0C-1dxz 0.004110) (1C-2s 0.067198) (1C-1pz 0.066282) (1C-1px 0.079416) (1C-3s 0.140836) (1C-2pz 0.027238) (1C-2px 0.009206) (1C-1dz2 0.002827) (1C-1dyz 0.001897) (1C-1dx2y2 0.001242) (1C-1dxy 0.000232) (2C-2s 0.038594) (2C-1pz 0.124976) (2C-1px 0.008700) (2C-2pz 0.064146) (2C-2px 0.004262) (2C-1dyz 0.013673) (2C-1dx2y2 0.003662) (3C-2s 0.067351) (3C-1pz 0.235923) (3C-3s 0.141536) (3C-2pz 0.043119) (3C-1dxz 0.000113) (3C-1dyz 0.001504) (4C-1s 0.025339) (4C-1py 0.119035) (4C-2py 0.055907) (4C-1dz2 0.006943) (4C-1dyz 0.000931) (4C-1dx2y2 0.004806) (4C-1dxy 0.004675) (5C-2s 0.131194) (5C-1py 0.129243) (5C-3s 0.171043) (5C-2py 0.038773) (5C-1dz2 0.000301) (5C-1dyz 0.000889) (6H-1s 0.026021) (6H-2s 0.007289) (6H-1pz 0.000768) (6H-1py 0.001496) (7H-1s 0.148985) (7H-2s 0.083424) (7H-1pz 0.002384) (7H-1py 0.007022) (10H-1s 0.148261) (10H-2s 0.066177) (10H-1pz 0.006283) (10H-1px 0.000429) (11H-1s 0.026042) (11H-2s 0.007046) (11H-1px 0.000889) (12H-1s 0.149208) (12H-2s 0.083694) (12H-1px 0.003682)
52; 0.406800; 52; 0.392030;  (0C-1s 0.034228) (0C-2s 0.311668) (0C-1pz 0.025524) (0C-1px 0.065185) (0C-2pz 0.279538) (0C-2px 0.230416) (0C-1dz2 0.018014) (1C-1s 0.007081) (1C-2s 0.380978) (1C-1py 0.080818) (1C-3s 0.767022) (1C-2pz 1.276280) (1C-1dz2 0.003386) (1C-1dyz 0.004196) (2C-2s 0.001820) (2C-1px 0.112114) (2C-3s 0.052092) (2C-2pz 1.480838) (2C-2py 1.533669) (2C-1dz2 0.020158) (2C-1dyz 0.000935) (2C-1dx2y2 0.009212) (2C-1dxy 0.008920) (3C-1pz 0.081626) (3C-2py 1.229339) (3C-1dxz 0.043432) (3C-1dx2y2 0.022404) (3C-1dxy 0.037148) (4C-1px 0.070361) (4C-1py 0.017474) (4C-3s 0.292924) (4C-2px 0.167535) (4C-2py 0.153650) (4C-1dxz 0.055200) (4C-1dx2y2 0.037929) (4C-1dxy 0.054364) (5C-1s 0.001800) (5C-2s 0.018219) (5C-1px 0.346948) (5C-2px 0.087768) (5C-1dz2 0.019150) (5C-1dyz 0.001393) (5C-1dx2y2 0.007079) (5C-1dxy 0.005852) (6H-1s 0.288023) (6H-2s 0.003766) (6H-1px 0.010829) (7H-1s 0.250765) (7H-1pz 0.005653) (7H-1px 0.005196) (10H-1s 0.010325) (10H-1px 0.003258) (11H-2s 0.024462) (11H-1px 0.009497) (12H-2s 0.059824) (12H-1px 0.003323) (12H-1py 0.004786)
52; 0.406800; 52; 0.392030;  (0C-1s 0.034228) (0C-2s 0.311668) (0C-1pz 0.025524) (0C-1px 0.065185) (0C-2pz 0.279538) (0C-2px 0.230416) (0C-1dz2 0.018014) (1C-1s 0.007081) (1C-2s 0.380978) (1C-1py 0.080818) (1C-3s 0.767022) (1C-2pz 1.276280) (1C-1dz2 0.003386) (1C-1dyz 0.004196) (2C-2s 0.001820) (2C-1px 0.112114) (2C-3s 0.052092) (2C-2pz 1.480838) (2C-2py 1.533669) (2C-1dz2 0.020158) (2C-1dyz 0.000935) (2C-1dx2y2 0.009212) (2C-1dxy 0.008920) (3C-1pz 0.081626) (3C-2py 1.229339) (3C-1dxz 0.043432) (3C-1dx2y2 0.022404) (3C-1dxy 0.037148) (4C-1px 0.070361) (4C-1py 0.017474) (4C-3s 0.292924) (4C-2px 0.167535) (4C-2py 0.153650) (4C-1dxz 0.055200) (4C-1dx2y2 0.037929) (4C-1dxy 0.054364) (5C-1s 0.001800) (5C-2s 0.018219) (5C-1px 0.346948) (5C-2px 0.087768) (5C-1dz2 0.019150) (5C-1dyz 0.001393) (5C-1dx2y2 0.007079) (5C-1dxy 0.005852) (6H-1s 0.288023) (6H-2s 0.003766) (6H-1px 0.010829) (7H-1s 0.250765) (7H-1pz 0.005653) (7H-1px 0.005196) (10H-1s 0.010325) (10H-1px 0.003258) (11H-2s 0.024462) (11H-1px 0.009497) (12H-2s 0.059824) (12H-1px 0.003323) (12H-1py 0.004786)
56; 0.470910; 28; -0.243180;  (0C-2s 0.000653) (0C-1pz 0.106482) (0C-1px 0.305817) (0C-1py 0.139600) (0C-2pz 0.114368) (0C-2px 0.334337) (0C-2py 0.152299) (0C-1dxy 0.008209) (1C-1s 0.000209) (1C-1dxy 0.008423) (2C-2s 0.000361) (2C-1pz 0.000863) (2C-1px 0.000199) (2C-3s 0.001425) (2C-2pz 0.000590) (2C-2px 0.000364) (2C-1dz2 0.011317) (2C-1dxz 0.013373) (2C-1dyz 0.015311) (2C-1dxy 0.012321) (3C-1s 0.000188) (3C-1pz 0.094093) (3C-1px 0.271482) (3C-1py 0.124129) (3C-3s 0.000024) (3C-2pz 0.104481) (3C-2px 0.303702) (3C-2py 0.139687) (3C-1dz2 0.005351) (3C-1dxz 0.009893) (3C-1dx2y2 0.008511) (4C-2s 0.000335) (4C-3s 0.000902) (4C-1dz2 0.005770) (4C-1dxz 0.009470) (4C-1dyz 0.001960) (4C-1dx2y2 0.002967) (5C-1s 0.000047) (5C-1px 0.000100) (5C-1py 0.000280) (5C-3s 0.001792) (5C-2pz 0.000488) (5C-2px 0.000903) (5C-1dx2y2 0.021448) (6H-1pz 0.003451) (6H-1px 0.009961) (6H-1py 0.004542) (7H-1s 0.000457) (7H-2s 0.001473) (10H-1s 0.000034) (10H-1pz 0.000006) (10H-1py 0.000021) (12H-1s 0.000116) (12H-2s 0.000201) (12H-1pz 0.003386) (12H-1px 0.009809) (12H-1py 0.004464)
54; 0.435290; 22; -0.491840;  (8N-1s 0.000012) (8N-2s 0.000008) (8N-1py 0.165895) (8N-2py 0.085881) (8N-1dz2 0.000574) (8N-1dxy 0.014170) (9N-1s 0.000023) (9N-1py 0.165686) (9N-2py 0.085285) (9N-1dxz 0.036181) (9N-1dyz 0.000821) (9N-1dx2y2 0.000882)
57; 0.495820; 57; 0.522910;  (0C-1s 0.000036) (0C-2s 0.000029) (0C-2pz 0.324002) (0C-2px 0.961088) (0C-2py 0.458360) (0C-1dz2 0.009116) (0C-1dxz 0.014014) (0C-1dyz 0.010239) (0C-1dxy 0.002454) (1C-2s 0.002617) (1C-1pz 0.105937) (1C-1px 0.297705) (1C-1py 0.129670) (1C-3s 0.001662) (1C-1dyz 0.004374) (1C-1dxy 0.014341) (2C-1s 0.000327) (2C-2s 0.001960) (2C-2pz 0.325229) (2C-2px 0.948172) (2C-2py 0.403789) (2C-1dxy 0.016130) (3C-1s 0.000075) (3C-2s 0.002065) (3C-1pz 0.103827) (3C-1px 0.296007) (3C-1py 0.133703) (3C-3s 0.010712) (3C-1dx2y2 0.005306) (3C-1dxy 0.002966) (4C-2s 0.002227) (4C-2pz 0.348851) (4C-2px 0.960390) (4C-2py 0.432054) (4C-1dx2y2 0.017516) (5C-1s 0.000013) (5C-1pz 0.176950) (5C-1px 0.524741) (5C-1py 0.238196) (5C-3s 0.003267) (5C-1dz2 0.012826) (5C-1dxz 0.020941) (5C-1dyz 0.003352) (5C-1dx2y2 0.010381) (6H-2s 0.001940) (6H-1pz 0.003102) (6H-1px 0.008159) (6H-1py 0.003593) (7H-2s 0.016404) (10H-2s 0.005306) (11H-2s 0.005294) (11H-1pz 0.002728) (11H-1px 0.008267) (11H-1py 0.003423) (12H-1s 0.001345) (12H-2s 0.003631)
60; 0.559650; 22; -0.491840;  (8N-1s 0.000012) (8N-2s 0.000008) (8N-1py 0.165895) (8N-2py 0.085881) (8N-1dz2 0.000574) (8N-1dxy 0.014170) (9N-1s 0.000023) (9N-1py 0.165686) (9N-2py 0.085285) (9N-1dxz 0.036181) (9N-1dyz 0.000821) (9N-1dx2y2 0.000882)
58; 0.501300; 22; -0.491840;  (8N-1s 0.000012) (8N-2s 0.000008) (8N-1py 0.165895) (8N-2py 0.085881) (8N-1dz2 0.000574) (8N-1dxy 0.014170) (9N-1s 0.000023) (9N-1py 0.165686) (9N-2py 0.085285) (9N-1dxz 0.036181) (9N-1dyz 0.000821) (9N-1dx2y2 0.000882)
59; 0.540240; 60; 0.576500;  (8N-2s 0.000070) (8N-1pz 0.516151) (8N-1py 0.371963) (8N-2px 0.002743) (8N-1dxz 0.067157) (8N-1dyz 0.000816) (8N-1dxy 0.048389) (9N-2s 0.000062) (9N-1pz 0.510551) (9N-1py 0.367944) (9N-2px 0.001547) (9N-1dz2 0.001102) (9N-1dx2y2 0.001179)
61; 0.593090; 61; 0.597100;  (0C-2s 0.027224) (0C-1pz 0.153769) (0C-1py 0.021646) (0C-3s 1.897742) (0C-2pz 0.437082) (0C-2px 0.236595) (0C-1dxz 0.028398) (1C-1s 0.027835) (1C-1px 0.029953) (1C-1py 0.201415) (1C-2pz 1.347464) (1C-2px 0.448186) (1C-1dz2 0.031449) (1C-1dxz 0.000225) (1C-1dx2y2 0.031435) (1C-1dxy 0.038641) (2C-2s 0.089420) (2C-1pz 0.117210) (2C-1px 0.007023) (2C-3s 0.782899) (2C-2py 1.455264) (2C-1dxz 0.058466) (2C-1dyz 0.020144) (2C-1dx2y2 0.063334) (2C-1dxy 0.076479) (3C-1s 0.027511) (3C-1py 0.311427) (3C-2pz 2.135037) (3C-1dxz 0.034865) (3C-1dxy 0.001527) (4C-2s 0.029184) (4C-1px 0.077455) (4C-3s 1.882305) (4C-2pz 0.872902) (4C-1dz2 0.065113) (4C-1dx2y2 0.018037) (4C-1dxy 0.025818) (5C-1s 0.008803) (5C-2s 0.150545) (5C-1pz 0.264754) (5C-1px 0.020578) (5C-3s 0.208525) (5C-2py 0.937821) (5C-1dyz 0.029419) (5C-1dx2y2 0.000829) (6H-2s 0.015086) (6H-1px 0.003391) (7H-1pz 0.026937) (7H-1px 0.000550) (10H-1py 0.016345) (11H-1pz 0.004975) (11H-1py 0.004156) (12H-1pz 0.023219) (12H-1px 0.003015)
64; 0.644840; 63; 0.610140;  (0C-2s 0.302541) (0C-1pz 0.326544) (0C-2px 0.795500) (0C-1dxz 0.020629) (0C-1dyz 0.014070) (1C-2s 0.109568) (1C-1px 0.292560) (1C-3s 1.358542) (1C-2pz 0.518046) (1C-2py 2.789313) (1C-1dz2 0.072674) (1C-1dx2y2 0.018042) (1C-1dxy 0.026193) (2C-2s 0.322994) (2C-1py 0.149531) (2C-2pz 0.844611) (2C-2px 0.042690) (2C-1dxz 0.041724) (2C-1dyz 0.013142) (2C-1dx2y2 0.044928) (2C-1dxy 0.054762) (3C-2s 0.114711) (3C-1pz 0.620268) (3C-1py 0.111430) (3C-3s 1.352563) (3C-2px 1.304371) (3C-1dxz 0.029605) (4C-2s 0.306785) (4C-1pz 0.043991) (4C-1px 0.135948) (4C-2pz 0.251010) (4C-2py 1.847699) (4C-1dz2 0.026491) (4C-1dyz 0.021046) (4C-1dx2y2 0.030448) (4C-1dxy 0.023435) (5C-2s 0.241261) (5C-1py 0.098678) (5C-3s 1.643626) (5C-2pz 1.238318) (5C-2px 0.091614) (5C-1dz2 0.013322) (5C-1dyz 0.011523) (6H-1px 0.007063) (7H-2s 1.960614) (7H-1pz 0.014970) (7H-1py 0.063616) (10H-2s 0.734068) (10H-1pz 0.015935) (10H-1px 0.001037) (11H-1pz 0.003995) (11H-1py 0.016164) (12H-2s 2.009531) (12H-1px 0.031384)
63; 0.635170; 62; 0.604310;  (0C-1px 0.158744) (0C-3s 0.931718) (0C-2pz 1.984912) (0C-1dxz 0.048937) (0C-1dxy 0.027702) (1C-1s 0.021746) (1C-1pz 0.070636) (1C-1py 0.457286) (1C-3s 0.206028) (1C-2pz 0.532692) (1C-2px 0.731050) (1C-1dyz 0.048997) (2C-1s 0.001171) (2C-1px 0.012232) (2C-3s 0.053603) (2C-2pz 0.594224) (2C-2py 0.611703) (2C-1dz2 0.076243) (2C-1dyz 0.004718) (2C-1dx2y2 0.037186) (2C-1dxy 0.034279) (3C-2s 0.224815) (3C-1pz 0.447904) (3C-1py 0.087241) (3C-2px 0.512704) (3C-2py 0.433690) (3C-1dxz 0.048478) (4C-1s 0.026704) (4C-2s 0.146191) (4C-1px 0.181870) (4C-2py 1.858956) (4C-1dyz 0.043927) (5C-1pz 0.035630) (5C-1py 0.039325) (5C-2px 0.214117) (5C-1dz2 0.047006) (5C-1dyz 0.002796) (5C-1dx2y2 0.024447) (5C-1dxy 0.022984) (6H-2s 1.288875) (6H-1pz 0.050726) (6H-1py 0.002084) (7H-1s 0.314519) (7H-1pz 0.004969) (7H-1px 0.026740) (10H-1s 0.003123) (10H-1pz 0.005292) (10H-1py 0.005548) (11H-1s 0.290750) (11H-1py 0.048883) (12H-2s 1.660056) (12H-1px 0.020930) (12H-1py 0.001934)
65; 0.657930; 70; 0.721970;  (8N-1s 0.000010) (8N-2s 0.000025) (8N-1pz 0.036209) (8N-1px 0.013054) (8N-2py 1.212192) (8N-1dz2 0.000028) (8N-1dxy 0.047243) (9N-1py 0.687125) (9N-3s 0.000406) (9N-2pz 0.064715) (9N-2px 0.023534) (9N-1dz2 0.000057) (9N-1dxy 0.046632)
